,location,size,total_sqft,bath,price
4572,Kogilu,2.0,952.0,2.0,49.0
4573,Kogilu,1.0,700.0,1.0,30.84
4574,Kogilu,2.0,1250.0,2.0,55.55
4575,Kogilu,7.0,2456.0,7.0,85.0
4576,Kogilu,2.0,1140.0,2.0,50.66
4577,Kogilu,2.0,1140.0,2.0,50.66
4578,Konanakunte,3.0,2791.0,3.0,223.0
4579,Konanakunte,2.0,884.0,1.0,58.0
4580,Konanakunte,4.0,3000.0,4.0,160.0
4581,Konanakunte,4.0,1200.0,4.0,125.0
4582,Konanakunte,4.0,1200.0,2.0,130.0
4583,Konanakunte,3.0,2400.0,2.0,180.0
4584,Konanakunte,4.0,3746.0,6.0,375.0
4585,Konanakunte,3.0,1423.0,2.0,85.0
4586,Koramangala,2.0,1320.0,2.0,165.0
4587,Koramangala,2.0,1253.0,2.0,102.0
4589,Koramangala,3.0,1750.0,3.0,130.0
4591,Koramangala,2.0,1005.0,1.0,110.0
4593,Koramangala,3.0,1835.0,2.0,155.0
4594,Koramangala,2.0,1290.0,2.0,100.0
4595,Koramangala,2.0,1300.0,2.0,110.0
4596,Koramangala,3.0,2200.0,3.0,180.0
4597,Koramangala,2.0,1325.0,2.0,119.0
4598,Koramangala,2.0,1140.0,2.0,75.2
4599,Koramangala,2.0,1260.0,2.0,100.0
4601,Koramangala,2.0,1900.0,2.0,200.0
4602,Koramangala,3.0,1750.0,3.0,130.0
4605,Koramangala,3.0,1594.0,3.0,125.0
4606,Koramangala,3.0,1760.0,2.0,115.0
4608,Koramangala,3.0,1900.0,3.0,150.0
4609,Koramangala,2.0,1320.0,2.0,150.0
4610,Koramangala,2.0,1320.0,2.0,110.0
4613,Koramangala,3.0,1615.0,3.0,115.0
4615,Koramangala,3.0,1716.0,2.0,115.0
4616,Koramangala,3.0,1500.0,3.0,135.0
4617,Koramangala,2.0,1083.0,2.0,100.0
4619,Koramangala,2.0,1180.0,2.0,128.0
4620,Koramangala,2.0,1320.0,2.0,160.0
4621,Koramangala,2.0,1370.0,2.0,125.0
4622,Koramangala,2.0,1100.0,2.0,85.0
4623,Koramangala,2.0,1249.0,2.0,165.0
4624,Koramangala,2.0,1200.0,2.0,100.0
4625,Koramangala,3.0,1720.0,2.0,130.0
4629,Koramangala,2.0,1320.0,2.0,160.0
4630,Koramangala,2.0,1350.0,2.0,103.0
4632,Koramangala,3.0,1642.0,2.0,115.0
4633,Koramangala,2.0,1320.0,2.0,160.0
4636,Koramangala,2.0,1355.0,2.0,95.0
4638,Koramangala,2.0,1260.0,2.0,100.0
4639,Koramangala,3.0,1910.0,4.0,150.0
4640,Koramangala,3.0,1600.0,2.0,140.0
4641,Kothannur,2.0,1206.0,2.0,48.23
4642,Kothannur,3.0,1275.0,2.0,43.85
4643,Kothannur,2.0,1100.0,2.0,40.0
4644,Kothannur,2.0,1197.0,2.0,47.88
4645,Kothannur,2.0,1197.0,2.0,47.8
4646,Kothannur,2.0,1070.0,2.0,42.79
4647,Kothannur,3.0,1270.0,3.0,45.0
4648,Kothannur,3.0,1275.0,3.0,44.0
4649,Kothannur,2.0,1070.0,2.0,38.6
4653,Kothanur,2.0,1200.0,2.0,51.0
4656,Kothanur,2.0,1186.0,2.0,58.0
4657,Kothanur,3.0,1577.0,3.0,70.0
4659,Kothanur,3.0,1580.0,3.0,76.0
4660,Kothanur,5.0,9600.0,5.0,550.0
4662,Kothanur,2.0,1187.0,2.0,58.0
4665,Kothanur,2.0,1185.0,2.0,59.0
4669,Kothanur,3.0,1583.0,3.0,76.1
4670,Kothanur,2.0,1070.0,2.0,45.5
4671,Kothanur,3.0,1820.0,3.0,77.0
4672,Kothanur,2.0,1145.0,2.0,56.0
4674,Kothanur,2.0,1455.0,2.0,69.0
4675,Kothanur,1.0,627.0,1.0,30.0
4676,Kothanur,2.0,1302.0,2.0,68.5
4678,Kothanur,2.0,1185.0,2.0,58.0
4679,Kothanur,1.0,1500.0,1.0,75.0
4680,Kothanur,2.0,1075.0,2.0,53.0
4685,Kothanur,2.0,1141.0,2.0,54.0
4687,Kothanur,3.0,1365.0,3.0,66.0
4688,Kothanur,2.0,1160.0,2.0,57.0
4689,Kothanur,2.0,1095.0,2.0,55.0
4690,Kothanur,2.0,1142.0,2.0,56.0
4691,Kothanur,2.0,1074.0,2.0,54.0
4692,Kothanur,2.0,1285.0,2.0,60.0
4693,Kothanur,2.0,1075.0,2.0,53.0
4694,Kothanur,2.0,1140.0,2.0,56.0
4695,Kothanur,2.0,1400.0,2.0,70.0
4696,Kothanur,3.0,1581.0,3.0,76.0
4697,Kothanur,3.0,1385.0,3.0,67.0
4698,Kothanur,2.0,1140.0,2.0,56.0
4700,Kothanur,2.0,1185.0,2.0,59.0
4701,Kothanur,3.0,1581.0,3.0,76.0
4703,Kothanur,2.0,1130.0,2.0,55.0
4704,Kothanur,2.0,1094.0,2.0,54.0
4706,Kothanur,2.0,1400.0,2.0,65.0
4707,Kothanur,2.0,1195.0,2.0,59.0
4710,Kudlu,2.0,1152.0,2.0,53.5
4711,Kudlu,2.0,1027.0,2.0,43.0
4712,Kudlu,2.0,1092.0,2.0,44.0
4713,Kudlu,2.0,1027.0,2.0,43.0
4714,Kudlu,2.0,1092.0,2.0,44.0
4715,Kudlu,2.0,1143.0,2.0,55.0
4716,Kudlu,3.0,1455.0,2.0,60.0
4717,Kudlu,2.0,1024.0,2.0,44.0
4718,Kudlu,3.0,1570.0,2.0,65.94
4720,Kudlu,2.0,1027.0,2.0,42.0
4721,Kudlu,2.0,1076.0,2.0,50.0
4722,Kudlu,2.0,1027.0,2.0,44.0
4723,Kudlu,2.0,1084.0,2.0,53.0
4724,Kudlu,2.0,1300.0,2.0,56.0
4725,Kudlu,2.0,1027.0,2.0,44.0
4727,Kudlu,2.0,1027.0,2.0,44.0
4728,Kudlu,2.0,1110.0,2.0,46.0
4729,Kudlu,4.0,2100.0,3.0,114.0
4730,Kudlu,2.0,1027.0,2.0,44.0
4731,Kudlu,1.0,720.0,1.0,33.0
4732,Kudlu,2.0,1027.0,2.0,44.0
4733,Kudlu,2.0,1162.0,2.0,52.0
4734,Kudlu,2.0,1041.0,2.0,53.0
4737,Kudlu Gate,3.0,1535.0,3.0,78.0
4740,Kudlu Gate,3.0,1364.0,2.0,46.38
4741,Kudlu Gate,2.0,1238.0,2.0,55.0
4744,Kudlu Gate,1.0,703.0,1.0,52.0
4747,Kudlu Gate,2.0,1113.0,2.0,50.0
4748,Kudlu Gate,3.0,1465.0,2.0,49.81
4749,Kudlu Gate,2.0,1185.0,2.0,50.0
4750,Kudlu Gate,3.0,1664.0,3.0,68.0
4751,Kudlu Gate,3.0,1656.0,3.0,80.0
4752,Kudlu Gate,3.0,1656.0,3.0,75.0
4753,Kudlu Gate,2.0,1215.0,2.0,45.0
4754,Kudlu Gate,2.0,812.0,2.0,38.25
4755,Kudlu Gate,2.0,1547.0,2.0,103.0
4756,Kudlu Gate,2.0,1336.0,2.0,86.0
4758,Kudlu Gate,2.0,1464.0,3.0,56.0
4761,Kudlu Gate,2.0,940.0,2.0,69.57
4762,Kudlu Gate,2.0,1215.0,2.0,44.96
4763,Kudlu Gate,2.0,1164.0,2.0,75.0
4765,Kudlu Gate,2.0,1183.0,2.0,79.54
4767,Kudlu Gate,3.0,1320.0,2.0,50.0
4768,Kudlu Gate,2.0,1183.0,2.0,79.54
4769,Kudlu Gate,2.0,1200.0,2.0,44.4
4770,Kudlu Gate,3.0,1432.0,2.0,61.11
4771,Kudlu Gate,2.0,1310.0,2.0,53.0
4772,Kumaraswami Layout,4.0,2000.0,4.0,139.0
4773,Kumaraswami Layout,2.0,1000.0,2.0,48.5
4774,Kumaraswami Layout,2.0,1000.0,2.0,58.0
4775,Kumaraswami Layout,7.0,2400.0,7.0,125.0
4776,Kumaraswami Layout,3.0,2400.0,2.0,125.0
4777,Kumaraswami Layout,3.0,1310.0,2.0,70.0
4778,Kumaraswami Layout,1.0,850.0,1.0,78.0
4779,Kumaraswami Layout,7.0,3200.0,7.0,150.0
4780,Kumaraswami Layout,3.0,1310.0,2.0,85.0
4781,Kumaraswami Layout,4.0,2450.0,3.0,110.0
4782,Kumaraswami Layout,7.0,3100.0,7.0,145.0
4783,Kumaraswami Layout,3.0,1200.0,3.0,75.0
4784,Kumaraswami Layout,2.0,1081.0,2.0,60.0
4786,Kundalahalli,2.0,1030.0,2.0,49.0
4787,Kundalahalli,2.0,735.0,2.0,57.99
4788,Kundalahalli,2.0,1047.0,2.0,82.0
4791,Kundalahalli,2.0,1010.0,2.0,49.27
4797,Kundalahalli,3.0,1800.0,3.0,80.0
4799,Kundalahalli,2.0,1047.0,2.0,84.0
4800,Kundalahalli,2.0,1047.0,2.0,83.0
4802,Kundalahalli,3.0,2075.0,3.0,115.0
4803,Kundalahalli,2.0,1120.0,2.0,53.76
4804,Kundalahalli,2.0,1047.0,2.0,82.62
4805,Kundalahalli,2.0,1047.0,2.0,91.0
4808,Kundalahalli,3.0,1496.0,2.0,78.0
4810,Kundalahalli,2.0,1010.0,2.0,48.27
4811,Kundalahalli,2.0,1047.0,2.0,89.0
4814,Kundalahalli,3.0,1800.0,3.0,110.0
4815,Kundalahalli,2.0,1047.0,2.0,72.0
4816,Kundalahalli,2.0,1260.0,2.0,58.0
4818,Kundalahalli,2.0,1065.0,2.0,70.0
4820,Kundalahalli,2.0,1047.0,2.0,91.0
4822,Kundalahalli,2.0,1315.0,2.0,74.0
4826,Kundalahalli,2.0,1175.0,2.0,65.0
4827,LB Shastri Nagar,3.0,1600.0,3.0,65.0
4828,LB Shastri Nagar,2.0,1043.0,2.0,55.0
4829,LB Shastri Nagar,2.0,1184.0,2.0,69.0
4830,LB Shastri Nagar,1.0,665.0,1.0,32.0
4831,LB Shastri Nagar,2.0,1250.0,2.0,48.5
4833,LB Shastri Nagar,2.0,1184.0,2.0,62.0
4834,LB Shastri Nagar,2.0,1200.0,2.0,47.0
4835,LB Shastri Nagar,2.0,1200.0,2.0,75.0
4836,LB Shastri Nagar,2.0,1000.0,2.0,49.5
4837,Laggere,5.0,2800.0,5.0,125.0
4838,Laggere,3.0,1200.0,3.0,130.0
4839,Laggere,1.0,1200.0,1.0,125.0
4840,Laggere,2.0,1200.0,2.0,75.0
4841,Laggere,1.0,620.0,2.0,48.0
4842,Lakshminarayana Pura,2.0,1185.0,2.0,75.0
4844,Lakshminarayana Pura,2.0,1180.0,2.0,75.0
4845,Lakshminarayana Pura,2.0,1172.0,2.0,82.0
4846,Lakshminarayana Pura,2.0,1179.0,2.0,75.0
4847,Lakshminarayana Pura,2.0,1149.0,2.0,75.0
4848,Lakshminarayana Pura,2.0,1336.0,2.0,100.0
4849,Lakshminarayana Pura,2.0,1175.0,2.0,75.0
4850,Lakshminarayana Pura,2.0,1190.0,2.0,75.0
4851,Lakshminarayana Pura,2.0,1200.0,2.0,75.0
4852,Lakshminarayana Pura,2.0,1200.0,2.0,75.0
4853,Lakshminarayana Pura,2.0,1165.0,2.0,75.0
4854,Lakshminarayana Pura,2.0,1145.0,2.0,75.0
4856,Lakshminarayana Pura,2.0,1210.0,2.0,75.0
4857,Lakshminarayana Pura,2.0,1169.0,2.0,75.0
4858,Lakshminarayana Pura,2.0,1200.0,2.0,75.0
4859,Lakshminarayana Pura,2.0,1172.0,2.0,75.0
4860,Lakshminarayana Pura,2.0,1172.0,2.0,75.0
4861,Lakshminarayana Pura,2.0,1180.0,2.0,75.0
4862,Lakshminarayana Pura,2.0,1200.0,2.0,83.0
4863,Lakshminarayana Pura,2.0,1200.0,2.0,80.0
4864,Lakshminarayana Pura,2.0,1195.0,2.0,75.0
4865,Lakshminarayana Pura,2.0,1200.0,2.0,80.0
4866,Lingadheeranahalli,3.0,1521.0,3.0,95.0
4867,Lingadheeranahalli,3.0,1511.0,3.0,95.0
4868,Lingadheeranahalli,3.0,1683.0,3.0,109.0
4869,Lingadheeranahalli,3.0,1519.0,3.0,93.0
4870,Lingadheeranahalli,3.0,1521.0,3.0,94.99
4871,Lingadheeranahalli,3.0,1682.0,3.0,120.0
4872,Lingadheeranahalli,3.0,1521.0,3.0,94.71
4873,Lingadheeranahalli,3.0,1893.0,3.0,130.0
4874,Lingadheeranahalli,3.0,1705.0,3.0,110.0
4876,Lingadheeranahalli,3.0,1682.0,3.0,113.0
4877,Lingadheeranahalli,3.0,1682.0,3.0,114.0
4878,Lingadheeranahalli,3.0,1506.0,3.0,95.0
4879,Lingadheeranahalli,3.0,1683.0,3.0,110.0
4880,Lingadheeranahalli,3.0,1684.0,3.0,120.0
4882,Lingadheeranahalli,3.0,1894.0,4.0,114.0
4884,Magadi Road,6.0,3600.0,6.0,141.0
4885,Magadi Road,2.0,1116.0,2.0,50.0
4886,Magadi Road,3.0,1282.0,2.0,49.0
4887,Magadi Road,2.0,884.0,2.0,41.1
4888,Magadi Road,2.0,1005.0,2.0,55.78
4889,Magadi Road,2.0,1000.0,2.0,46.5
4891,Magadi Road,3.0,1322.0,2.0,58.82
4892,Magadi Road,2.0,1345.0,2.0,55.0
4893,Magadi Road,3.0,1191.0,2.0,55.38
4894,Magadi Road,5.0,5000.0,6.0,360.0
4895,Magadi Road,2.0,1116.0,2.0,51.89
4897,Magadi Road,2.0,940.0,2.0,50.0
4899,Magadi Road,3.0,1187.0,2.0,55.195
4900,Magadi Road,2.0,884.0,2.0,48.0
4901,Mahadevpura,3.0,1720.0,3.0,78.0
4902,Mahadevpura,2.0,1150.0,2.0,52.0
4903,Mahadevpura,2.0,1250.0,2.0,52.0
4904,Mahadevpura,2.0,1260.0,2.0,57.6
4905,Mahadevpura,1.0,730.0,1.0,35.0
4907,Mahadevpura,2.0,1146.0,2.0,53.8
4908,Mahadevpura,2.0,1532.0,2.0,62.0
4910,Mahadevpura,2.0,1136.0,2.0,64.5
4912,Mahadevpura,2.0,1137.0,2.0,53.4
4915,Mahadevpura,2.0,1152.0,2.0,54.0
4916,Mahadevpura,2.0,1212.0,2.0,56.9
4917,Mahadevpura,3.0,1505.0,3.0,64.0
4920,Mahadevpura,2.0,1236.0,2.0,58.0
4921,Mahadevpura,2.0,1236.0,2.0,58.0
4922,Mahadevpura,2.0,1120.0,2.0,53.0
4923,Mahalakshmi Layout,4.0,1575.0,5.0,158.0
4924,Mahalakshmi Layout,2.0,1105.0,2.0,80.0
4925,Mahalakshmi Layout,4.0,1200.0,3.0,160.0
4926,Mahalakshmi Layout,3.0,1200.0,2.0,110.0
4927,Mahalakshmi Layout,3.0,1876.0,3.0,150.0
4930,Mallasandra,2.0,1340.0,2.0,61.0
4931,Mallasandra,2.0,1325.0,2.0,70.0
4933,Mallasandra,2.0,1325.0,2.0,70.0
4934,Mallasandra,2.0,905.0,2.0,40.0
4935,Mallasandra,2.0,1325.0,2.0,65.0
4936,Mallasandra,2.0,1325.0,2.0,73.0
4937,Mallasandra,2.0,1565.0,2.0,69.0
4938,Mallasandra,2.0,905.0,2.0,35.0
4939,Mallasandra,3.0,1524.0,2.0,72.0
4941,Malleshpalya,2.0,1140.0,2.0,46.5
4942,Malleshpalya,2.0,1225.0,2.0,46.86
4943,Malleshpalya,3.0,1785.0,3.0,75.0
4944,Malleshpalya,2.0,1052.0,2.0,50.0
4946,Malleshpalya,2.0,1065.0,2.0,50.0
4947,Malleshpalya,2.0,1210.0,2.0,55.0
4948,Malleshpalya,3.0,1900.0,3.0,60.0
4949,Malleshpalya,2.0,1060.0,2.0,40.0
4951,Malleshpalya,2.0,1421.0,2.0,90.0
4952,Malleshpalya,2.0,1245.0,2.0,55.0
4953,Malleshpalya,2.0,1200.0,2.0,46.0
4954,Malleshpalya,2.0,1225.0,2.0,52.0
4955,Malleshwaram,1.0,705.0,1.0,67.0
4956,Malleshwaram,7.0,12000.0,7.0,2200.0
4959,Malleshwaram,1.0,686.0,1.0,62.5
4963,Malleshwaram,2.0,900.0,2.0,95.0
4964,Malleshwaram,2.0,1420.0,2.0,158.0
4967,Malleshwaram,3.0,1600.0,3.0,160.0
4970,Malleshwaram,3.0,2600.0,3.0,237.0
4972,Malleshwaram,1.0,480.0,1.0,60.0
4973,Malleshwaram,2.0,1290.0,2.0,120.0
4976,Malleshwaram,2.0,900.0,2.0,90.0
4977,Malleshwaram,3.0,2250.0,3.0,200.0
4979,Malleshwaram,2.0,900.0,2.0,72.0
4980,Malleshwaram,1.0,620.0,1.0,86.8
4981,Malleshwaram,2.0,600.0,1.0,68.0
4985,Malleshwaram,4.0,2800.0,4.0,252.0
4986,Malleshwaram,2.0,1020.0,2.0,80.0
4987,Malleshwaram,2.0,600.0,1.0,90.0
4990,Malleshwaram,2.0,1500.0,2.0,140.0
4992,Malleshwaram,2.0,1400.0,2.0,190.0
4995,Malleshwaram,1.0,580.0,1.0,45.0
4996,Malleshwaram,2.0,1410.0,2.0,125.0
4997,Malleshwaram,4.0,2610.0,4.0,306.0
4998,Marathahalli,3.0,1310.0,3.0,63.25
4999,Marathahalli,2.0,1220.0,2.0,57.0
5000,Marathahalli,2.0,1200.0,2.0,52.0
5001,Marathahalli,2.0,1200.0,2.0,60.0
5003,Marathahalli,2.0,950.0,2.0,46.96
5004,Marathahalli,2.0,1230.0,2.0,80.0
5006,Marathahalli,2.0,1019.0,2.0,49.85
5007,Marathahalli,2.0,1215.0,2.0,67.0
5009,Marathahalli,2.0,1170.0,2.0,53.0
5010,Marathahalli,2.0,1019.0,2.0,49.86
5011,Marathahalli,2.0,1325.0,2.0,71.55
5012,Marathahalli,2.0,1220.0,2.0,56.5
5013,Marathahalli,3.0,1575.0,3.0,78.0
5014,Marathahalli,2.0,1152.0,2.0,56.0
5016,Marathahalli,2.0,1146.0,2.0,70.0
5017,Marathahalli,4.0,4000.0,5.0,212.0
5019,Marathahalli,3.0,1530.0,3.0,74.5
5020,Marathahalli,3.0,1840.0,3.0,98.0
5021,Marathahalli,4.0,3951.0,4.0,220.0
5022,Marathahalli,3.0,1350.0,2.0,62.0
5024,Marathahalli,3.0,1385.0,2.0,66.65
5025,Marathahalli,2.0,957.0,2.0,46.9
5028,Marathahalli,3.0,1350.0,3.0,72.0
5029,Marathahalli,4.0,4000.0,5.0,212.0
5030,Marathahalli,3.0,1535.0,3.0,72.5
5031,Marathahalli,2.0,1071.0,2.0,52.25
5032,Marathahalli,2.0,1215.0,2.0,58.86
5033,Marathahalli,2.0,1102.0,2.0,53.67
5035,Marathahalli,2.0,1045.0,2.0,60.0
5036,Marathahalli,3.0,1305.0,2.0,69.0
5037,Marathahalli,2.0,1215.0,2.0,58.86
5038,Marathahalli,2.0,1365.0,2.0,73.0
5039,Marathahalli,4.0,3800.0,4.0,205.0
5040,Marathahalli,4.0,3895.0,4.0,220.0
5041,Marathahalli,3.0,1785.0,3.0,94.0
5042,Marathahalli,4.0,4000.0,4.0,220.0
5043,Marathahalli,2.0,1208.0,2.0,70.0
5044,Marathahalli,2.0,1325.0,1.0,92.0
5048,Marathahalli,2.0,1350.0,2.0,86.0
5049,Marathahalli,2.0,957.0,2.0,47.0
5050,Marathahalli,4.0,4000.0,4.0,220.0
5051,Marathahalli,2.0,1230.0,2.0,57.0
5052,Marathahalli,2.0,1200.0,2.0,58.0
5053,Marathahalli,3.0,1650.0,3.0,86.45
5054,Marathahalli,1.0,607.0,1.0,35.0
5056,Marathahalli,2.0,1075.0,2.0,52.43
5057,Marathahalli,2.0,1360.0,2.0,103.0
5058,Marathahalli,2.0,1220.0,2.0,58.5
5059,Marathahalli,2.0,950.0,2.0,45.68
5060,Marathahalli,1.0,615.0,1.0,44.0
5062,Marathahalli,2.0,1350.0,2.0,89.0
5063,Marathahalli,2.0,1020.0,2.0,57.0
5064,Marathahalli,2.0,1600.0,3.0,88.0
5065,Marathahalli,1.0,780.0,1.0,55.0
5067,Marathahalli,3.0,1530.0,3.0,73.5
5068,Marathahalli,2.0,1358.0,2.0,81.0
5069,Marathahalli,2.0,1205.0,2.0,75.0
5072,Marathahalli,2.0,1200.0,2.0,67.0
5073,Marathahalli,2.0,1095.0,2.0,60.0
5074,Marathahalli,2.0,1060.0,2.0,48.0
5075,Marathahalli,2.0,1050.0,2.0,65.0
5076,Marathahalli,2.0,1102.0,2.0,53.67
5077,Marathahalli,2.0,1026.0,2.0,49.95
5078,Marathahalli,4.0,3940.0,4.0,220.0
5079,Marathahalli,3.0,1435.0,3.0,73.0
5080,Marathahalli,2.0,1220.0,2.0,59.0
5081,Marathahalli,2.0,881.0,2.0,48.06
5082,Marathahalli,3.0,1130.0,2.0,58.0
5086,Marathahalli,2.0,1602.0,2.0,104.0
5087,Marathahalli,1.0,700.0,1.0,38.0
5089,Marathahalli,3.0,1385.0,2.0,68.5
5091,Marathahalli,2.0,1065.0,2.0,55.0
5094,Marathahalli,2.0,1196.0,2.0,57.9
5098,Marathahalli,4.0,4000.0,4.0,200.0
5099,Marathahalli,3.0,1200.0,2.0,58.17
5100,Marathahalli,2.0,1125.0,2.0,55.0
5102,Marathahalli,2.0,1250.0,2.0,68.0
5103,Marathahalli,2.0,1125.0,2.0,56.8
5104,Marathahalli,2.0,1350.0,2.0,90.0
5105,Marathahalli,2.0,1200.0,2.0,53.0
5107,Marathahalli,2.0,957.0,2.0,47.0
5108,Marathahalli,4.0,3855.0,4.0,220.0
5109,Marathahalli,3.0,1605.0,3.0,76.0
5110,Marathahalli,2.0,1350.0,2.0,60.0
5112,Marathahalli,2.0,1350.0,2.0,99.0
5113,Marathahalli,3.0,1310.0,3.0,63.22
5114,Marathahalli,2.0,1285.0,2.0,55.0
5118,Marathahalli,2.0,1125.0,2.0,54.8
5120,Marathahalli,3.0,1315.0,2.0,60.0
5121,Marathahalli,2.0,1270.0,2.0,73.0
5122,Marathahalli,3.0,1530.0,3.0,71.0
5123,Marathahalli,2.0,950.0,2.0,46.7
5125,Marathahalli,2.0,1019.0,2.0,49.86
5126,Marathahalli,2.0,1144.0,2.0,65.0
5127,Marathahalli,2.0,1240.0,2.0,55.0
5128,Marathahalli,1.0,1100.0,2.0,75.0
5129,Marathahalli,2.0,1156.0,2.0,52.0
5131,Marathahalli,2.0,1135.0,2.0,60.0
5133,Marathahalli,2.0,1170.0,2.0,85.0
5134,Marathahalli,2.0,1102.0,2.0,53.67
5137,Marathahalli,2.0,1360.0,2.0,101.0
5138,Marathahalli,2.0,1026.0,2.0,50.18
5139,Marathahalli,3.0,1800.0,3.0,95.0
5140,Marathahalli,3.0,1650.0,3.0,85.0
5141,Marathahalli,2.0,1270.0,2.0,80.0
5142,Marathahalli,2.0,1100.0,2.0,50.0
5143,Marathahalli,2.0,1196.0,2.0,57.95
5144,Marathahalli,3.0,1310.0,3.0,63.25
5146,Marathahalli,2.0,1146.0,2.0,69.0
5147,Margondanahalli,2.0,1090.0,2.0,58.0
5148,Margondanahalli,2.0,1200.0,2.0,58.5
5149,Margondanahalli,2.0,1200.0,2.0,67.0
5150,Margondanahalli,3.0,1200.0,2.0,65.0
5151,Margondanahalli,2.0,1000.0,2.0,57.0
5152,Margondanahalli,3.0,1625.0,3.0,80.0
5153,Margondanahalli,2.0,600.0,2.0,35.0
5154,Margondanahalli,2.0,1200.0,2.0,69.0
5155,Margondanahalli,2.0,900.0,2.0,49.0
5156,Margondanahalli,2.0,1140.0,2.0,60.0
5157,Margondanahalli,2.0,900.0,2.0,55.0
5158,Margondanahalli,2.0,1100.0,2.0,55.0
5159,Margondanahalli,2.0,900.0,2.0,55.0
5160,Margondanahalli,2.0,1152.0,1.0,66.0
5161,Margondanahalli,3.0,1448.0,3.0,70.0
5162,Margondanahalli,2.0,1200.0,2.0,65.0
5163,Margondanahalli,2.0,1050.0,2.0,58.0
5164,Margondanahalli,2.0,1160.0,2.0,65.0
5165,Margondanahalli,2.0,1334.0,2.0,67.76
5166,Marsur,3.0,1000.0,4.0,66.0
5167,Marsur,4.0,1800.0,4.0,145.0
5168,Marsur,3.0,1200.0,3.0,90.0
5169,Marsur,3.0,1200.0,3.0,120.0
5170,Mico Layout,9.0,5000.0,9.0,210.0
5171,Mico Layout,3.0,1550.0,2.0,65.0
5172,Mico Layout,2.0,1125.0,2.0,40.0
5173,Mico Layout,2.0,1190.0,2.0,39.25
5174,Mico Layout,1.0,800.0,1.0,29.5
5175,Mico Layout,3.0,1250.0,2.0,44.0
5176,Mico Layout,2.0,1171.0,2.0,39.0
5177,Mico Layout,2.0,1200.0,2.0,53.5
5178,Mico Layout,3.0,1670.0,3.0,59.0
5179,Mico Layout,2.0,1140.0,2.0,43.0
5180,Munnekollal,2.0,1170.0,2.0,52.0
5181,Munnekollal,2.0,1102.0,2.0,53.67
5183,Munnekollal,2.0,1200.0,2.0,49.5
5184,Munnekollal,2.0,950.0,2.0,46.5
5188,Munnekollal,2.0,1080.0,2.0,45.0
5189,Munnekollal,2.0,1170.0,2.0,59.0
5190,Munnekollal,3.0,1540.0,2.0,70.0
5192,Munnekollal,2.0,1030.0,2.0,50.36
5193,Murugeshpalya,2.0,1296.0,2.0,81.0
5194,Murugeshpalya,3.0,1550.0,3.0,74.0
5195,Murugeshpalya,3.0,1845.0,3.0,91.0
5196,Murugeshpalya,2.0,1185.0,2.0,85.0
5197,Murugeshpalya,2.0,1225.0,2.0,48.0
5198,Murugeshpalya,3.0,1930.0,3.0,75.0
5199,Murugeshpalya,3.0,1600.0,2.0,65.0
5200,Murugeshpalya,3.0,1344.0,2.0,56.0
5201,Murugeshpalya,3.0,1500.0,2.0,70.0
5202,Murugeshpalya,3.0,1855.0,3.0,96.0
5203,Murugeshpalya,2.0,1175.0,2.0,75.0
5204,Mysore Road,2.0,1175.0,2.0,73.5
5206,Mysore Road,2.0,1020.0,2.0,48.95
5207,Mysore Road,2.0,1175.0,2.0,73.5
5208,Mysore Road,2.0,1070.0,2.0,45.0
5209,Mysore Road,2.0,1239.0,2.0,53.0
5210,Mysore Road,2.0,1060.0,2.0,62.0
5211,Mysore Road,2.0,980.0,2.0,45.47
5212,Mysore Road,2.0,883.0,2.0,40.0
5214,Mysore Road,2.0,1200.0,2.0,65.0
5215,Mysore Road,3.0,1340.0,2.0,64.31
5216,Mysore Road,3.0,1082.0,3.0,50.5
5217,Mysore Road,3.0,1340.0,2.0,64.31
5218,Mysore Road,2.0,883.0,2.0,40.95
5219,Mysore Road,2.0,1070.0,2.0,49.65
5220,Mysore Road,3.0,1082.0,3.0,50.0
5221,Mysore Road,2.0,883.0,2.0,50.0
5222,Mysore Road,2.0,1155.0,2.0,51.0
5223,Mysore Road,2.0,1003.0,2.0,43.0
5224,Mysore Road,2.0,1237.0,2.0,73.0
5225,Mysore Road,2.0,883.0,2.0,45.0
5226,Mysore Road,2.0,1170.0,2.0,65.0
5227,Mysore Road,2.0,1029.5,2.0,50.855
5228,Mysore Road,2.0,940.0,2.0,43.61
5229,Mysore Road,3.0,1500.0,3.0,74.0
5230,Mysore Road,2.0,1020.0,2.0,48.95
5232,Mysore Road,3.0,1410.0,2.0,64.0
5234,Mysore Road,2.0,1175.0,2.0,70.5
5236,Mysore Road,3.0,1500.0,3.0,70.0
5237,Mysore Road,2.0,883.0,2.0,37.0
5238,Mysore Road,3.0,1082.0,2.0,45.0
5239,NGR Layout,2.0,1020.0,2.0,45.9
5240,NGR Layout,2.0,1105.0,2.0,49.73
5241,NGR Layout,2.0,1022.0,2.0,45.9
5242,NGR Layout,2.0,1020.0,2.0,45.0
5243,NGR Layout,2.0,1019.0,2.0,45.9
5244,NGR Layout,2.0,1020.0,2.0,46.0
5245,NGR Layout,2.0,1021.0,2.0,46.0
5246,NGR Layout,2.0,1021.0,2.0,45.9
5247,NRI Layout,3.0,1565.0,2.0,75.0
5248,NRI Layout,5.0,2500.0,5.0,130.0
5249,NRI Layout,2.0,1125.0,2.0,45.56
5250,NRI Layout,4.0,2150.0,4.0,115.0
